1,0,6110,1
1,0,22533,0
1,0,36236,0
1,0,25812,0
1,0,36249,0
2,0,5769,1
2,0,5737,0
2,0,13417,0
2,0,6195,0
2,0,6230,0
3,0,23434,1
3,0,18101,1
3,0,13350,1
3,0,28527,1
3,0,32186,1
4,0,14057,1
4,0,11800,1
4,0,19515,1
4,0,18989,1
4,0,17179,1
5,0,29412,1
5,0,29462,1
5,0,14685,1
5,0,29453,1
5,0,23525,0
6,0,11799,1
6,0,11800,1
6,0,14680,1
6,0,16321,1
6,0,29661,0
7,0,17313,1
7,0,19931,0
7,0,18933,0
7,0,21689,0
7,0,25564,0
8,0,17307,1
8,0,17313,0
8,0,18658,0
8,0,25564,0
8,0,21689,0
9,0,15969,1
9,0,15970,0
9,0,15974,0
9,0,15976,0
9,0,15966,0
10,0,6074,1
10,0,5881,0
10,0,14423,0
10,0,6080,0
10,0,5893,0
11,0,41752,1
11,0,16888,0
11,0,32341,0
11,0,32331,0
11,0,32269,0
12,0,18561,1
12,0,19282,0
12,0,25924,0
12,0,25915,0
12,0,37581,0
